paper_id	catalog_title	preprint_title	publication_title	arxiv_id	arxiv_version	publication_doi	relation_status
P0912	Beyond Single-Shot: Multi-Step Tool Retrieval via Query Planning	Beyond Single-Shot: Multi-step Tool Retrieval via Query Planning		2601.07782	1		no_publication_relation_verified
P0913	Tool-to-Agent Retrieval: Bridging Tools and Agents for Scalable LLM Multi-Agent Systems	Tool-to-Agent Retrieval: Bridging Tools and Agents for Scalable LLM Multi-Agent Systems		2511.01854	2		no_publication_relation_verified
P0914	Meta-Reasoning Improves Tool Use in Large Language Models	Meta-Reasoning Improves Tool Use in Large Language Models		2411.04535	2		no_publication_relation_verified
P0915	Self-Training Large Language Models for Tool-Use Without Demonstrations	Self-Training Large Language Models for Tool-Use Without Demonstrations		2502.05867	1		no_publication_relation_verified
P0916	Large Language Models As Tool Makers	Large Language Models as Tool Makers		2305.17126	2		no_publication_relation_verified
P0917	Universal Deep Research: Bring Your Own Model and Strategy	Universal Deep Research: Bring Your Own Model and Strategy		2509.00244	1		no_publication_relation_verified
P0918	Agentic Reasoning: A Streamlined Framework for Enhancing LLM Reasoning with Agentic Tools	Agentic Reasoning: A Streamlined Framework for Enhancing LLM Reasoning with Agentic Tools		2502.04644	2		no_publication_relation_verified
P0919	Collab-RAG: Boosting Retrieval-Augmented Generation for Complex Question Answering via White-Box and Black-Box LLM Collaboration	Collab-RAG: Boosting Retrieval-Augmented Generation for Complex Question Answering via White-Box and Black-Box LLM Collaboration		2504.04915	1		no_publication_relation_verified
P0920	Knowledge-Aware Iterative Retrieval for Multi-Agent Systems	Knowledge-Aware Iterative Retrieval for Multi-Agent Systems		2503.13275	2		no_publication_relation_verified
P0921	HM-RAG: Hierarchical Multi-Agent Multimodal Retrieval Augmented Generation	HM-RAG: Hierarchical Multi-Agent Multimodal Retrieval Augmented Generation		2504.12330	1		no_publication_relation_verified
P0922	RAG-KG-IL: A Multi-Agent Hybrid Framework for Reducing Hallucinations and Enhancing LLM Reasoning through RAG and Incremental Knowledge Graph Learning Integration	RAG-KG-IL: A Multi-Agent Hybrid Framework for Reducing Hallucinations and Enhancing LLM Reasoning through RAG and Incremental Knowledge Graph Learning Integration		2503.13514	1		no_publication_relation_verified
P0923	MDocAgent: A Multi-Modal Multi-Agent Framework for Document Understanding	MDocAgent: A Multi-Modal Multi-Agent Framework for Document Understanding		2503.13964	1		no_publication_relation_verified
P0924	MANTRA: Enhancing Automated Method-Level Refactoring with Contextual RAG and Multi-Agent LLM Collaboration	MANTRA: Enhancing Automated Method-Level Refactoring with Contextual RAG and Multi-Agent LLM Collaboration		2503.14340	2		no_publication_relation_verified
P0925	Talk to Right Specialists: Iterative Routing in Multi-agent Systems for Question Answering	Talk to Right Specialists: Iterative Routing in Multi-agent Systems for Question Answering		2501.07813	2		no_publication_relation_verified
P0926	Improving Retrieval-Augmented Generation through Multi-Agent Reinforcement Learning	Improving Retrieval-Augmented Generation through Multi-Agent Reinforcement Learning		2501.15228	2		no_publication_relation_verified
P0927	Agentic Information Retrieval	Agentic Information Retrieval		2410.09713	4		no_publication_relation_verified
P0928	M-RAG: Reinforcing Large Language Model Performance through Retrieval-Augmented Generation with Multiple Partitions	M-RAG: Reinforcing Large Language Model Performance through Retrieval-Augmented Generation with Multiple Partitions		2405.16420	1		no_publication_relation_verified
P0929	A Collaborative Multi-Agent Approach to Retrieval-Augmented Generation Across Diverse Data	A Collaborative Multi-Agent Approach to Retrieval-Augmented Generation Across Diverse Data		2412.05838	1		no_publication_relation_verified
P0930	MindSearch: Mimicking Human Minds Elicits Deep AI Searcher	MindSearch: Mimicking Human Minds Elicits Deep AI Searcher		2407.20183	2		no_publication_relation_verified
P0931	Fact, Fetch, and Reason: A Unified Evaluation of Retrieval-Augmented Generation	Fact, Fetch, and Reason: A Unified Evaluation of Retrieval-Augmented Generation		2409.12941	3		no_publication_relation_verified
P0932	MINTQA: A Multi-hop Question Answering Benchmark for Evaluating LLMs on New and Tail Knowledge	MINTQA: A Multi-Hop Question Answering Benchmark for Evaluating LLMs on New and Tail Knowledge		2412.17032	3		no_publication_relation_verified
P0933	Omanic: Towards Step-wise Evaluation of Multi-hop Reasoning in Large Language Models	Omanic: Towards Step-wise Evaluation of Multi-hop Reasoning in Large Language Models		2603.16654	3		no_publication_relation_verified
P0934	AgenticRAGTracer: A Hop-Aware Benchmark for Diagnosing Multi-Step Retrieval Reasoning in Agentic RAG	AgenticRAGTracer: A Hop-Aware Benchmark for Diagnosing Multi-Step Retrieval Reasoning in Agentic RAG		2602.19127	2		no_publication_relation_verified
P0935	WildGraphBench: Benchmarking GraphRAG with Wild-Source Corpora	WildGraphBench: Benchmarking GraphRAG with Wild-Source Corpora		2602.02053	2		no_publication_relation_verified
P0936	SPARTA: Scalable and Principled Benchmark of Tree-Structured Multi-hop QA over Text and Tables	SPARTA: Scalable and Principled Benchmark of Tree-Structured Multi-hop QA over Text and Tables		2602.23286	1		no_publication_relation_verified
P0937	EnterpriseRAG-Bench: A RAG Benchmark for Company Internal Knowledge	EnterpriseRAG-Bench: A RAG Benchmark for Company Internal Knowledge		2605.05253	2		no_publication_relation_verified
P0938	LIT-RAGBench: Benchmarking Generator Capabilities of Large Language Models in Retrieval-Augmented Generation	LIT-RAGBench: Benchmarking Generator Capabilities of Large Language Models in Retrieval-Augmented Generation		2603.06198	2		no_publication_relation_verified
P0939	Over-Searching in Search-Augmented Large Language Models	Over-Searching in Search-Augmented Large Language Models		2601.05503	2		no_publication_relation_verified
P0940	CalVerT: Augmenting Agents with Calibrated Verifier Telemetry Improves Action and Learning in Knowledge-Intensive Tasks	CalVerT: Augmenting Agents with Calibrated Verifier Telemetry Improves Action and Learning in Knowledge-Intensive Tasks		2606.21777	1		no_publication_relation_verified
P0941	TASR: Training-Free Adaptive Stopping for Iterative Retrieval	TASR: Training-Free Adaptive Stopping for Iterative Retrieval		2606.13814	3		no_publication_relation_verified
P0942	When to Retrieve During Reasoning: Adaptive Retrieval for Large Reasoning Models	When to Retrieve During Reasoning: Adaptive Retrieval for Large Reasoning Models		2604.26649	1		no_publication_relation_verified
P0943	CORAL: Adaptive Retrieval Loop for Culturally-Aligned Multilingual RAG	CORAL: Adaptive Retrieval Loop for Culturally-Aligned Multilingual RAG		2604.25676	1		no_publication_relation_verified
P0944	S2G-RAG: Structured Sufficiency and Gap Judging for Iterative Retrieval-Augmented QA	S2G-RAG: Structured Sufficiency and Gap Judging for Iterative Retrieval-Augmented QA		2604.23783	1		no_publication_relation_verified
P0945	Query, Decompose, Compress: Structured Query Expansion for Efficient Multi-Hop Retrieval	Query, Decompose, Compress: Structured Query Expansion for Efficient Multi-Hop Retrieval		2603.21024	1		no_publication_relation_verified
P0946	Query Suggestion for Retrieval-Augmented Generation via Dynamic In-Context Learning	Query Suggestion for Retrieval-Augmented Generation via Dynamic In-Context Learning		2601.08105	1		no_publication_relation_verified
P0947	Optimizing Retrieval for RAG via Reinforcement Learning	Optimizing Retrieval for RAG via Reinforcement Learning		2510.24652	2		no_publication_relation_verified
P0948	Graph-Guided Concept Selection for Efficient Retrieval-Augmented Generation	Graph-Guided Concept Selection for Efficient Retrieval-Augmented Generation		2510.24120	1		no_publication_relation_verified
P0949	Annotation-Free Reinforcement Learning Query Rewriting via Verifiable Search Reward	Annotation-Free Reinforcement Learning Query Rewriting via Verifiable Search Reward		2507.23242	2		no_publication_relation_verified
P0950	DeepRetrieval: Hacking Real Search Engines and Retrievers with Large Language Models via Reinforcement Learning	DeepRetrieval: Hacking Real Search Engines and Retrievers with Large Language Models via Reinforcement Learning		2503.00223	3		no_publication_relation_verified
P0951	Credible plan-driven rag method for multi-hop question answering	Credible Plan-Driven RAG Method for Multi-Hop Question Answering		2504.16787	3		no_publication_relation_verified
P0952	LLM-Independent Adaptive RAG: Let the Question Speak for Itself	LLM-Independent Adaptive RAG: Let the Question Speak for Itself		2505.04253	1		no_publication_relation_verified
P0953	MIRAGE: Defending Long-Form RAG Against Misinformation Pollution	MIRAGE: Defending Long-Form RAG Against Misinformation Pollution		2607.05069	1		no_publication_relation_verified
P0954	SHIFT: Gate-Modulated Activation Steering for Knowledge Conflict Mitigation in Retrieval-Augmented Generation	SHIFT: Gate-Modulated Activation Steering for Knowledge Conflict Mitigation in Retrieval-Augmented Generation		2606.27786	1		no_publication_relation_verified
P0955	Trust or Abstain? A Self-Aware RAG Approach	Trust or Abstain? A Self-Aware RAG Approach		2605.18792	1		no_publication_relation_verified
P0956	AdaGATE: Adaptive Gap-Aware Token-Efficient Evidence Assembly for Multi-Hop Retrieval-Augmented Generation	AdaGATE: Adaptive Gap-Aware Token-Efficient Evidence Assembly for Multi-Hop Retrieval-Augmented Generation		2605.05245	1		no_publication_relation_verified
P0957	Verbal-R3: Verbal Reranker as the Missing Bridge between Retrieval and Reasoning	Verbal-R3: Verbal Reranker as the Missing Bridge between Retrieval and Reasoning		2605.01399	1		no_publication_relation_verified
P0958	Beyond Semantic Relevance: Counterfactual Risk Minimization for Robust Retrieval-Augmented Generation	Beyond Semantic Relevance: Counterfactual Risk Minimization for Robust Retrieval-Augmented Generation		2605.01302	1		no_publication_relation_verified
P0959	ArbGraph: Conflict-Aware Evidence Arbitration for Reliable Long-Form Retrieval-Augmented Generation	ArbGraph: Conflict-Aware Evidence Arbitration for Reliable Long-Form Retrieval-Augmented Generation		2604.18362	1		no_publication_relation_verified
P0960	Using Deep Learning to Generate Complete Log Statements	Using Deep Learning to Generate Complete Log Statements		2201.04837	2		no_publication_relation_verified
P0961	Larger Is Not Always Better: Exploring Small Open-source Language Models in Logging Statement Generation	Larger Is Not Always Better: Exploring Small Open-source Language Models in Logging Statement Generation		2505.16590	3		no_publication_relation_verified
P0962	OmniLLP: Enhancing LLM-based Log Level Prediction with Context-Aware Retrieval	OmniLLP: Enhancing LLM-based Log Level Prediction with Context-Aware Retrieval		2508.08545	1		no_publication_relation_verified
P0963	Studying and Benchmarking Large Language Models For Log Level Suggestion	Studying and Benchmarking Large Language Models For Log Level Suggestion		2410.08499	1		no_publication_relation_verified
P0964	Automated File-Level Logging Generation for Machine Learning Applications using LLMs: A Case Study using GPT-4o Mini	Automated File-Level Logging Generation for Machine Learning Applications using LLMs: A Case Study using GPT-4o Mini		2508.04820	1		no_publication_relation_verified
P0965	Defects4Log: Benchmarking LLMs for Logging Code Defect Detection and Reasoning	Defects4Log: Benchmarking LLMs for Logging Code Defect Detection and Reasoning		2508.11305	1		no_publication_relation_verified
P0966	AUCAD: Automated Construction of Alignment Dataset from Log-Related Issues for Enhancing LLM-based Log Generation	AUCAD: Automated Construction of Alignment Dataset from Log-Related Issues for Enhancing LLM-based Log Generation		2412.18835	2		no_publication_relation_verified
P0967	PDLogger: Automated Logging Framework for Practical Software Development	PDLogger: Automated Logging Framework for Practical Software Development		2507.19951	1		no_publication_relation_verified
P0968	AL-Bench: A Benchmark for Automatic Logging	AL-Bench: A Benchmark for Automatic Logging		2502.03160	3		no_publication_relation_verified
P0969	ConfLogger: Enhance Systems' Configuration Diagnosability through Configuration Logging	ConfLogger: Enhance Systems' Configuration Diagnosability through Configuration Logging		2508.20977	2		no_publication_relation_verified
P0970	LogParser-LLM: Advancing Efficient Log Parsing with Large Language Models	LogParser-LLM: Advancing Efficient Log Parsing with Large Language Models		2408.13727	1		no_publication_relation_verified
P0971	HELP: Hierarchical Embeddings-based Log Parsing	HELP: Hierarchical Embeddings-based Log Parsing		2408.08300	1		no_publication_relation_verified
P0972	LogEval: A Comprehensive Benchmark Suite for Large Language Models In Log Analysis	LogEval: A Comprehensive Benchmark Suite for Large Language Models In Log Analysis		2407.01896	1		no_publication_relation_verified
