source_row	final_paper_id	original_title	input_url	observed_title
N0055	P0904	Scaling Test-Time Inference with Policy-Optimized, Dynamic Retrieval-Augmented Generation via KV Caching and Decoding	https://arxiv.org/abs/2504.01281	Scaling Test-Time Inference with Policy-Optimized, Dynamic Retrieval-Augmented Generation via KV Caching and Decoding
N0056	P0474	PIKE-RAG: sPecIalized KnowledgE and Rationale Augmented Generation	https://arxiv.org/abs/2501.11551	PIKE-RAG: sPecIalized KnowledgE and Rationale Augmented Generation
N0057	P0905	MultiHop-RAG: Benchmarking Retrieval-Augmented Generation for Multi-Hop Queries	https://arxiv.org/abs/2401.15391	MultiHop-RAG: Benchmarking Retrieval-Augmented Generation for Multi-Hop Queries
N0058	P0906	Revisiting Text Ranking in Deep Research	https://arxiv.org/abs/2602.21456	Revisiting Text Ranking in Deep Research
N0059	P0907	SmartSearch: Enhancing Dense Retrieval with Dynamic LLM-Guided Iterative Search	https://arxiv.org/abs/2601.04888	SmartSearch: Process Reward-Guided Query Refinement for Search Agents
N0060	P0908	D2Plan: A Dual-Agent Framework for Dynamic Global Planning in Web Search	https://arxiv.org/abs/2601.08282	D²Plan: Dual-Agent Dynamic Global Planning for Complex Retrieval-Augmented Reasoning
N0061	P0909	HiPRAG: A Hybrid Inference Framework for Retrieval-Augmented Generation	https://arxiv.org/abs/2510.07794	HiPRAG: Hierarchical Process Rewards for Efficient Agentic Retrieval Augmented Generation
N0062	P0910	Distillation and Refinement of Reasoning in Small Language Models for Document Re-ranking	https://arxiv.org/abs/2504.03947	Distillation and Refinement of Reasoning in Small Language Models for Document Re-ranking
N0063	P0911	Tool Retrieval Bridge: Aligning Vague Instructions with Retriever Preferences via Bridge Model	https://arxiv.org/abs/2604.07816	Tool Retrieval Bridge: Aligning Vague Instructions with Retriever Preferences via Bridge Model
N0064	P0912	Beyond Single-Shot: Multi-Step Tool Retrieval via Query Planning	https://arxiv.org/abs/2601.07782	Beyond Single-Shot: Multi-Step Tool Retrieval via Query Planning
N0065	P0913	Tool-to-Agent Retrieval: Bridging Tools and Agents for Scalable LLM Multi-Agent Systems	https://arxiv.org/abs/2511.01854	Tool-to-Agent Retrieval: Bridging Tools and Agents for Scalable LLM Multi-Agent Systems
N0066	P0914	Meta-Reasoning Improves Tool Use in Large Language Models	https://arxiv.org/abs/2411.04535	Meta-Reasoning Improves Tool Use in Large Language Models
N0067	P0915	Self-Training Large Language Models for Tool-Use Without Demonstrations	https://arxiv.org/abs/2502.05867	Self-Training Large Language Models for Tool-Use Without Demonstrations
N0068	P0916	Large Language Models As Tool Makers	https://arxiv.org/abs/2305.17126	Large Language Models As Tool Makers
N0069	P0917	Universal Deep Research: Bring Your Own Model and Strategy	https://arxiv.org/abs/2509.00244	Universal Deep Research: Bring Your Own Model and Strategy
N0070	P0918	Agentic Reasoning: Reasoning LLMs with Tools for the Deep Research	https://arxiv.org/abs/2502.04644	Agentic Reasoning: A Streamlined Framework for Enhancing LLM Reasoning with Agentic Tools
N0071	P0919	Collab-RAG: Boosting Retrieval-Augmented Generation for Complex Question Answering via White-Box and Black-Box LLM Collaboration	https://arxiv.org/abs/2504.04915	Collab-RAG: Boosting Retrieval-Augmented Generation for Complex Question Answering via White-Box and Black-Box LLM Collaboration
N0072	P0920	Knowledge-Aware Iterative Retrieval for Multi-Agent Systems	https://arxiv.org/abs/2503.13275	Knowledge-Aware Iterative Retrieval for Multi-Agent Systems
N0073	EXCLUDED	SLA Management in Reconfigurable Multi-Agent RAG: A Systems Approach to Question Answering	https://arxiv.org/abs/2503.10265	SurgRAW: Multi-Agent Workflow with Chain of Thought Reasoning for Robotic Surgical Video Analysis
N0074	P0921	HM-RAG: Hierarchical Multi-Agent Multimodal Retrieval Augmented Generation	https://arxiv.org/abs/2504.12330	HM-RAG: Hierarchical Multi-Agent Multimodal Retrieval Augmented Generation
N0075	P0922	RAG-KG-IL: A Multi-Agent Hybrid Framework for Reducing Hallucinations and Enhancing LLM Reasoning through RAG and Incremental Knowledge Graph Learning Integration	https://arxiv.org/abs/2503.13514	RAG-KG-IL: A Multi-Agent Hybrid Framework for Reducing Hallucinations and Enhancing LLM Reasoning through RAG and Incremental Knowledge Graph Learning Integration
N0076	P0923	MDocAgent: A Multi-Modal Multi-Agent Framework for Document Understanding	https://arxiv.org/abs/2503.13964	MDocAgent: A Multi-Modal Multi-Agent Framework for Document Understanding
N0077	P0924	MANTRA: Enhancing Automated Method-Level Refactoring with Contextual RAG and Multi-Agent LLM Collaboration	https://arxiv.org/abs/2503.14340	MANTRA: Enhancing Automated Method-Level Refactoring with Contextual RAG and Multi-Agent LLM Collaboration
N0078	P0925	Talk to Right Specialists: Routing and Planning in Multi-agent System for Question Answering	https://arxiv.org/abs/2501.07813	Talk to Right Specialists: Iterative Routing in Multi-agent Systems for Question Answering
N0079	P0926	Improving Retrieval-Augmented Generation through Multi-Agent Reinforcement Learning	https://arxiv.org/abs/2501.15228	Improving Retrieval-Augmented Generation through Multi-Agent Reinforcement Learning
N0080	P0927	Agentic Information Retrieval	https://arxiv.org/abs/2410.09713	Agentic Information Retrieval
N0081	P0928	M-RAG: Reinforcing Large Language Model Performance through Retrieval-Augmented Generation with Multiple Partitions	https://arxiv.org/abs/2405.16420	M-RAG: Reinforcing Large Language Model Performance through Retrieval-Augmented Generation with Multiple Partitions
N0082	P0929	A Collaborative Multi-Agent Approach to Retrieval-Augmented Generation Across Diverse Data	https://arxiv.org/abs/2412.05838	A Collaborative Multi-Agent Approach to Retrieval-Augmented Generation Across Diverse Data
N0083	P0930	MindSearch: Mimicking Human Minds Elicits Deep AI Searcher	https://arxiv.org/abs/2407.20183	MindSearch: Mimicking Human Minds Elicits Deep AI Searcher
N0084	P0931	FRAMES: Factuality, Retrieval, And reasoning MEasurement Set	https://arxiv.org/abs/2409.12941	Fact, Fetch, and Reason: A Unified Evaluation of Retrieval-Augmented Generation
N0085	P0932	MINTQA: A Multi-hop Question Answering Benchmark for Evaluating LLMs on New and Tail Knowledge	https://arxiv.org/abs/2412.17032	MINTQA: A Multi-hop Question Answering Benchmark for Evaluating LLMs on New and Tail Knowledge
N0086	P0933	Omanic: Towards Step-wise Evaluation of Multi-hop Retrieval Augmented Generation	https://arxiv.org/abs/2603.16654	Omanic: Towards Step-wise Evaluation of Multi-hop Reasoning in Large Language Models
N0087	P0934	AgenticRAGTracer: A Trajectory-Level Benchmark for Agentic Retrieval-Augmented Generation	https://arxiv.org/abs/2602.19127	AgenticRAGTracer: A Hop-Aware Benchmark for Diagnosing Multi-Step Retrieval Reasoning in Agentic RAG
N0088	P0935	WildGraphBench: A Benchmark for Graph Retrieval-Augmented Generation on Real-World Documents	https://arxiv.org/abs/2602.02053	WildGraphBench: Benchmarking GraphRAG with Wild-Source Corpora
N0089	P0936	SPARTA: A Benchmark for Structure-Aware Retrieval-Augmented Generation	https://arxiv.org/abs/2602.23286	SPARTA: Scalable and Principled Benchmark of Tree-Structured Multi-hop QA over Text and Tables
N0090	P0937	EnterpriseRAG-Bench: A Benchmark for Enterprise Retrieval-Augmented Generation	https://arxiv.org/abs/2605.05253	EnterpriseRAG-Bench: A RAG Benchmark for Company Internal Knowledge
N0091	P0938	LIT-RAGBench: A Benchmark for Retrieval-Augmented Generation	https://arxiv.org/abs/2603.06198	LIT-RAGBench: Benchmarking Generator Capabilities of Large Language Models in Retrieval-Augmented Generation
N0092	P0939	Over-Searching in Search-Augmented Large Language Models	https://arxiv.org/abs/2601.05503	Over-Searching in Search-Augmented Large Language Models
N0093	P0940	CalVerT: Augmenting Agents with Calibrated Verifier Telemetry Improves Action and Learning in Knowledge-Intensive Tasks	https://arxiv.org/abs/2606.21777	CalVerT: Augmenting Agents with Calibrated Verifier Telemetry Improves Action and Learning in Knowledge-Intensive Tasks
N0094	P0941	TASR: Training-Free Adaptive Stopping for Iterative Retrieval	https://arxiv.org/abs/2606.13814	TASR: Training-Free Adaptive Stopping for Iterative Retrieval
N0095	P0942	When to Retrieve During Reasoning: Adaptive Retrieval for Large Reasoning Models	https://arxiv.org/abs/2604.26649	When to Retrieve During Reasoning: Adaptive Retrieval for Large Reasoning Models
N0096	P0943	CORAL: Adaptive Retrieval Loop for Culturally-Aligned Multilingual RAG	https://arxiv.org/abs/2604.25676	CORAL: Adaptive Retrieval Loop for Culturally-Aligned Multilingual RAG
N0097	P0944	S2G-RAG: Structured Sufficiency and Gap Judging for Iterative Retrieval-Augmented QA	https://arxiv.org/abs/2604.23783	S2G-RAG: Structured Sufficiency and Gap Judging for Iterative Retrieval-Augmented QA
N0098	P0945	Query, Decompose, Compress: Structured Query Expansion for Efficient Multi-Hop Retrieval	https://arxiv.org/abs/2603.21024	Query, Decompose, Compress: Structured Query Expansion for Efficient Multi-Hop Retrieval
N0099	P0946	Query Suggestion for Retrieval-Augmented Generation via Dynamic In-Context Learning	https://arxiv.org/abs/2601.08105	Query Suggestion for Retrieval-Augmented Generation via Dynamic In-Context Learning
N0100	P0947	R3: Optimizing Retrieval for RAG via Reinforcement Learning	https://arxiv.org/abs/2510.24652	Optimizing Retrieval for RAG via Reinforcement Learning
N0101	P0948	Graph-Guided Concept Selection for Efficient Retrieval-Augmented Generation	https://arxiv.org/abs/2510.24120	Graph-Guided Concept Selection for Efficient Retrieval-Augmented Generation
N0102	P0949	RL-QR: Generalized Reinforcement Learning for Retriever-Specific Query Rewriter with Unstructured Real-World Documents	https://arxiv.org/abs/2507.23242	Annotation-Free Reinforcement Learning Query Rewriting via Verifiable Search Reward
N0103	P0950	DeepRetrieval: Hacking Real Search Engines and Retrievers with Large Language Models via Reinforcement Learning	https://arxiv.org/abs/2503.00223	DeepRetrieval: Hacking Real Search Engines and Retrievers with Large Language Models via Reinforcement Learning
N0104	P0951	Credible plan-driven rag method for multi-hop question answering	https://arxiv.org/abs/2504.16787	Credible plan-driven rag method for multi-hop question answering
N0105	P0952	LLM-Independent Adaptive RAG: Let the Question Speak for Itself	https://arxiv.org/abs/2505.04253	LLM-Independent Adaptive RAG: Let the Question Speak for Itself
N0106	P0953	MIRAGE: Defending Long-Form RAG Against Misinformation Pollution	https://arxiv.org/abs/2607.05069	MIRAGE: Defending Long-Form RAG Against Misinformation Pollution
N0107	P0954	SHIFT: Gate-Modulated Activation Steering for Knowledge Conflict Mitigation in Retrieval-Augmented Generation	https://arxiv.org/abs/2606.27786	SHIFT: Gate-Modulated Activation Steering for Knowledge Conflict Mitigation in Retrieval-Augmented Generation
N0108	P0955	Trust or Abstain? A Self-Aware RAG Approach	https://arxiv.org/abs/2605.18792	Trust or Abstain? A Self-Aware RAG Approach
N0109	P0956	AdaGATE: Adaptive Gap-Aware Token-Efficient Evidence Assembly for Multi-Hop Retrieval-Augmented Generation	https://arxiv.org/abs/2605.05245	AdaGATE: Adaptive Gap-Aware Token-Efficient Evidence Assembly for Multi-Hop Retrieval-Augmented Generation
N0110	P0957	Verbal-R3: Verbal Reranker as the Missing Bridge between Retrieval and Reasoning	https://arxiv.org/abs/2605.01399	Verbal-R3: Verbal Reranker as the Missing Bridge between Retrieval and Reasoning
N0111	P0958	Beyond Semantic Relevance: Counterfactual Risk Minimization for Robust Retrieval-Augmented Generation	https://arxiv.org/abs/2605.01302	Beyond Semantic Relevance: Counterfactual Risk Minimization for Robust Retrieval-Augmented Generation
N0112	P0959	ArbGraph: Conflict-Aware Evidence Arbitration for Reliable Long-Form Retrieval-Augmented Generation	https://arxiv.org/abs/2604.18362	ArbGraph: Conflict-Aware Evidence Arbitration for Reliable Long-Form Retrieval-Augmented Generation
N0113	P0960	Using Deep Learning to Generate Complete Log Statements	https://arxiv.org/abs/2201.04837	Using Deep Learning to Generate Complete Log Statements
N0114	P0961	Larger Is Not Always Better: Exploring Small Open-source Language Models in Logging Statement Generation	https://arxiv.org/abs/2505.16590	Larger Is Not Always Better: Exploring Small Open-source Language Models in Logging Statement Generation
N0115	P0962	OmniLLP: Enhancing LLM-based Log Level Prediction with Context-Aware Retrieval	https://arxiv.org/abs/2508.08545	OmniLLP: Enhancing LLM-based Log Level Prediction with Context-Aware Retrieval
N0116	P0963	Benchmarking Open-Source Large Language Models for Log Level Suggestion	https://arxiv.org/abs/2410.08499	Studying and Benchmarking Large Language Models For Log Level Suggestion
N0117	P0964	Automated File-Level Logging Generation for Machine Learning Applications using LLMs: A Case Study using GPT-4o Mini	https://arxiv.org/abs/2508.04820	Automated File-Level Logging Generation for Machine Learning Applications using LLMs: A Case Study using GPT-4o Mini
N0118	P0965	Defects4Log: Benchmarking LLMs for Logging Code Defect Detection and Reasoning	https://arxiv.org/abs/2508.11305	Defects4Log: Benchmarking LLMs for Logging Code Defect Detection and Reasoning
N0119	P0966	AUCAD: Automated Construction of Alignment Dataset from Log-Related Issues for Enhancing LLM-based Log Generation	https://arxiv.org/abs/2412.18835	AUCAD: Automated Construction of Alignment Dataset from Log-Related Issues for Enhancing LLM-based Log Generation
N0120	P0967	PDLogger: Automated Logging Framework for Practical Software Development	https://arxiv.org/abs/2507.19951	PDLogger: Automated Logging Framework for Practical Software Development
N0121	P0968	AL-Bench: A Benchmark for Automatic Logging	https://arxiv.org/abs/2502.03160	AL-Bench: A Benchmark for Automatic Logging
N0122	P0969	ConfLogger: Enhance Systems' Configuration Diagnosability through Configuration Logging	https://arxiv.org/abs/2508.20977	ConfLogger: Enhance Systems' Configuration Diagnosability through Configuration Logging
N0123	P0970	LogParser-LLM: Advancing Efficient Log Parsing with Large Language Models	https://arxiv.org/abs/2408.13727	LogParser-LLM: Advancing Efficient Log Parsing with Large Language Models
N0124	P0971	HELP: Hierarchical Embeddings-based Log Parsing	https://arxiv.org/abs/2408.08300	HELP: Hierarchical Embeddings-based Log Parsing
N0125	P0102	OWL: A Large Language Model for IT Operations	https://arxiv.org/abs/2309.09298	OWL: A Large Language Model for IT Operations
N0126	P0972	LogEval: A Comprehensive Benchmark Suite for LLMs in Log Analysis	https://arxiv.org/abs/2407.01896	LogEval: A Comprehensive Benchmark Suite for Large Language Models In Log Analysis
N0127	P0973	LogLM: From Task-based to Instruction-based Automated Log Analysis	https://arxiv.org/abs/2410.09352	LogLM: From Task-based to Instruction-based Automated Log Analysis
N0128	P0974	Adapting Large Language Models to Log Analysis with Interpretable Domain Knowledge	https://arxiv.org/abs/2412.01377	Adapting Large Language Models to Log Analysis with Interpretable Domain Knowledge
